,year,rank,name,citizenship,age,net_worth,residence,source,category,continents
18378,2021.0,680.0,James Irving,Canada,93.0,4.2,,diversified,Diversified ,North America
18379,2021.0,680.0,Martin Lau,Hong Kong,48.0,4.2,,e-commerce,Technology ,Asia
18380,2021.0,680.0,Li Li,China,55.0,4.2,,healthcare,Healthcare ,Asia
18381,2021.0,680.0,Liu Fangyi,China,51.0,4.2,,medical equipment,Healthcare ,Asia
18382,2021.0,680.0,Luo Liguo & family,China,65.0,4.2,,chemicals,Manufacturing ,Asia
18383,2021.0,680.0,Pan Laican,China,,4.2,,soy sauce,Food &amp; Beverage ,Asia
18384,2021.0,680.0,Juan Roig,Spain,71.0,4.2,,supermarkets,Fashion &amp; Retail ,Europe
18385,2021.0,680.0,Leonard Stern,United States,83.0,4.2,,real estate,Real Estate ,North America
18386,2021.0,680.0,Thomas Straumann,Switzerland,57.0,4.2,,dental implants,Healthcare ,Europe
18387,2021.0,680.0,Wang Yanqing & family,China,54.0,4.2,,electrical equipment,Manufacturing ,Asia
18388,2021.0,680.0,Ken Xie,United States,58.0,4.2,,cybersecurity,Technology ,North America
18389,2021.0,680.0,Xue Hua,China,51.0,4.2,,agribusiness,Manufacturing ,Asia
18390,2021.0,680.0,Steven Meng Yang & family,China,38.0,4.2,,electronics,Technology ,Asia
18391,2021.0,705.0,Margot Birmingham Perot,United States,87.0,4.1,,"computer services, real estate",Technology ,North America
18392,2021.0,705.0,David Bonderman,United States,78.0,4.1,,private equity,Finance &amp; Investments ,North America
18393,2021.0,705.0,Matthew Calkins,United States,48.0,4.1,,software,Technology ,North America
18394,2021.0,705.0,Cho Tak Wong,Hong Kong,74.0,4.1,,auto parts,Manufacturing ,Asia
18395,2021.0,705.0,Piero Ferrari,Italy,75.0,4.1,,automobiles,Automotive ,Europe
18396,2021.0,705.0,Dan Friedkin,United States,56.0,4.1,,Toyota dealerships,Automotive ,North America
18397,2021.0,705.0,Laurence Graff & family,United Kingdom,82.0,4.1,,diamond jewelry,Fashion &amp; Retail ,Europe
18398,2021.0,705.0,Martin Haefner,Switzerland,67.0,4.1,,"software, investments",Technology ,Europe
18399,2021.0,705.0,Hong Ra-hee,South Korea,75.0,4.1,,Samsung,Technology ,Asia
18400,2021.0,705.0,Ji Qi,China,54.0,4.1,,"hotels, motels",Real Estate ,Asia
18401,2021.0,705.0,"Rupert Johnson, Jr.",United States,80.0,4.1,,money management,Finance &amp; Investments ,North America
18402,2021.0,705.0,Daniel Kretinsky,Czechia,45.0,4.1,,"energy, investments",Energy ,Europe
18403,2021.0,705.0,William Lauder,United States,60.0,4.1,,Estee Lauder,Fashion &amp; Retail ,North America
18404,2021.0,705.0,Janice McNair,United States,84.0,4.1,,"energy, sports",Sports ,North America
18405,2021.0,705.0,John Morris,United States,73.0,4.1,,sporting goods retail,Fashion &amp; Retail ,North America
18406,2021.0,705.0,Gabe Newell,United States,58.0,4.1,,videogames,Gambling &amp; Casinos ,North America
18407,2021.0,705.0,Katharina Otto-Bernstein,Germany,57.0,4.1,,real estate,Real Estate ,Europe
18408,2021.0,705.0,Julio Ponce Lerou,Chile,75.0,4.1,,fertilizer,Metals &amp; Mining ,South America
18409,2021.0,705.0,Jon Stryker,United States,62.0,4.1,,medical equipment,Healthcare ,North America
18410,2021.0,705.0,Suh Kyung-bae,South Korea,58.0,4.1,,cosmetics,Fashion &amp; Retail ,Asia
18411,2021.0,705.0,Xu Jingren,China,76.0,4.1,,pharmaceuticals,Healthcare ,Asia
18412,2021.0,705.0,Samuel Yin,Taiwan,70.0,4.1,,retail,Diversified ,Asia
18413,2021.0,727.0,Walter P.J. Droege,Germany,68.0,4.0,,investing,Finance &amp; Investments ,Europe
18414,2021.0,727.0,Du Jiangtao & family,China,51.0,4.0,,chemicals,Manufacturing ,Asia
18415,2021.0,727.0,Vinod & Anil Rai Gupta,India,,4.0,,electrical equipment,Manufacturing ,Asia
18416,2021.0,727.0,Masatoshi Ito,Japan,96.0,4.0,,retail,Fashion &amp; Retail ,Asia
18417,2021.0,727.0,Igor Kesaev,Russia,54.0,4.0,,"tobacco distribution, retail",Fashion &amp; Retail ,Asia
18418,2021.0,727.0,Koon Poh Keong,Malaysia,59.0,4.0,,aluminum,Manufacturing ,Asia
18419,2021.0,727.0,Paul Xiaoming Lee & family,United States,63.0,4.0,,packaging,Manufacturing ,North America
18420,2021.0,727.0,Li Xiang,China,39.0,4.0,,electric vehicles,Automotive ,Asia
18421,2021.0,727.0,Melissa Ma,China,51.0,4.0,,internet search,Technology ,Asia
18422,2021.0,727.0,Kiran Mazumdar-Shaw,India,68.0,4.0,,biopharmaceuticals,Healthcare ,Asia
18423,2021.0,727.0,Gwendolyn Sontheim Meyer,United States,59.0,4.0,,Cargill,Food &amp; Beverage ,North America
18424,2021.0,727.0,Akira Mori & family,Japan,84.0,4.0,,real estate,Real Estate ,Asia
18425,2021.0,727.0,Georg Nemetschek & family,Germany,87.0,4.0,,software,Technology ,Europe
18426,2021.0,727.0,Masahiro Noda,Japan,82.0,4.0,,software,Technology ,Asia
18427,2021.0,727.0,Ajay Piramal,India,65.0,4.0,,pharmaceuticals,Healthcare ,Asia
18428,2021.0,727.0,Qiu Guanghe & family,China,69.0,4.0,,fashion retail,Fashion &amp; Retail ,Asia
18429,2021.0,727.0,Trevor Rees-Jones,United States,69.0,4.0,,oil &amp; gas,Energy ,North America
18430,2021.0,727.0,Ira Rennert,United States,86.0,4.0,,investments,Finance &amp; Investments ,North America
18431,2021.0,727.0,Marc Rowan,United States,58.0,4.0,,private equity,Finance &amp; Investments ,North America
18432,2021.0,727.0,Ugur Sahin,Germany,55.0,4.0,,biotechnology,Healthcare ,Europe
18433,2021.0,727.0,Michal Solowow,Poland,58.0,4.0,,investments,Finance &amp; Investments ,Europe
18434,2021.0,727.0,Udo & Harald Tschira,Germany,,4.0,,software,Technology ,Europe
18435,2021.0,727.0,Wu Jianshu,Hong Kong,57.0,4.0,,auto parts,Automotive ,Asia
18436,2021.0,727.0,Ye Xiaoping,China,58.0,4.0,,pharmaceuticals,Healthcare ,Asia
18437,2021.0,727.0,Zhou Hongyi,China,50.0,4.0,,security software,Technology ,Asia
18438,2021.0,752.0,Che Jianxing,China,54.0,3.9,,furniture retailing,Fashion &amp; Retail ,Asia
18439,2021.0,752.0,Beatriz Davila de Santo Domingo,Colombia,82.0,3.9,,beer,Food &amp; Beverage ,South America
18440,2021.0,752.0,Rafael Del Pino,Spain,62.0,3.9,,construction,Construction &amp; Engineering ,Europe
18441,2021.0,752.0,Du Weimin,China,57.0,3.9,,vaccines,Healthcare ,Asia
18442,2021.0,752.0,Rakesh Gangwal,United States,67.0,3.9,,airline,Service ,North America
18443,2021.0,752.0,Paul Gauselmann & family,Germany,86.0,3.9,,gambling,Gambling &amp; Casinos ,Europe
18444,2021.0,752.0,Jeff Greene,United States,66.0,3.9,,"real estate, investments",Real Estate ,North America
18445,2021.0,752.0,Johnelle Hunt,United States,89.0,3.9,,trucking,Logistics ,North America
18446,2021.0,752.0,Jin Baofang,China,68.0,3.9,,solar energy,Energy ,Asia
18447,2021.0,752.0,Kuan Kam Hon & family,Malaysia,73.0,3.9,,synthetic gloves,Manufacturing ,Asia
18448,2021.0,752.0,"Stephen Mandel, Jr.",United States,65.0,3.9,,hedge funds,Finance &amp; Investments ,North America
18449,2021.0,752.0,Gilles Martin,France,57.0,3.9,,laboratory services,Healthcare ,Europe
18450,2021.0,752.0,Masahiro Miki,Japan,65.0,3.9,,shoes,Fashion &amp; Retail ,Asia
18451,2021.0,752.0,Dan Olsson,Sweden,74.0,3.9,,diversified,Diversified ,Europe
18452,2021.0,752.0,Robert Rowling,United States,67.0,3.9,,"hotels, investments",Service ,North America
18453,2021.0,752.0,Erik Selin,Sweden,53.0,3.9,,real estate,Real Estate ,Europe
18454,2021.0,752.0,Mark Shoen,United States,70.0,3.9,,U-Haul,Automotive ,North America
18455,2021.0,752.0,Ben Silbermann,United States,38.0,3.9,,Pinterest,Technology ,North America
18456,2021.0,752.0,Maximilian Viessmann,Germany,,3.9,,heating and cooling equipment,Manufacturing ,Europe
18457,2021.0,752.0,Wang Linpeng,China,52.0,3.9,,furniture retailing,Construction &amp; Engineering ,Asia
18458,2021.0,752.0,Wu Zhigang & family,China,86.0,3.9,,bakery chain,Food &amp; Beverage ,Asia
18459,2021.0,752.0,Yi Zheng,China,50.0,3.9,,software,Technology ,Asia
18460,2021.0,752.0,Zhang Wenzhong,China,59.0,3.9,,supermarkets,Fashion &amp; Retail ,Asia
18461,2021.0,775.0,Euisun Chung,South Korea,50.0,3.8,,Hyundai,Logistics ,Asia
18462,2021.0,775.0,Daniel D'Aniello,United States,74.0,3.8,,private equity,Finance &amp; Investments ,North America
18463,2021.0,775.0,Oleg Deripaska,Russia,53.0,3.8,,"aluminum, utilities",Metals &amp; Mining ,Asia
18464,2021.0,775.0,Sergey Dmitriev,Russia,55.0,3.8,,computer software,Technology ,Asia
18465,2021.0,775.0,Feng Hailiang,China,60.0,3.8,,"copper, education",Metals &amp; Mining ,Asia
18466,2021.0,775.0,John Gandel,Australia,86.0,3.8,,shopping malls,Real Estate ,Oceania
18467,2021.0,775.0,Gao Dekang & family,China,69.0,3.8,,apparel,Fashion &amp; Retail ,Asia
18468,2021.0,775.0,Jaime Gilinski Bacal,Colombia,63.0,3.8,,banking,Finance &amp; Investments ,South America
18469,2021.0,775.0,Sergei Gordeev,Russia,48.0,3.8,,real estate,Real Estate ,Asia
18470,2021.0,775.0,Jeff Green,United States,44.0,3.8,,online advertising,Media &amp; Entertainment ,North America
18471,2021.0,775.0,"Amos Hostetter, Jr.",United States,84.0,3.8,,cable television,Media &amp; Entertainment ,North America
18472,2021.0,775.0,Kuok Khoon Hong,Singapore,71.0,3.8,,palm oil,Manufacturing ,Asia
18473,2021.0,775.0,Lai Jianping,China,,3.8,,soy sauce,Food &amp; Beverage ,Asia
18474,2021.0,775.0,Aerin Lauder,United States,50.0,3.8,,cosmetics,Fashion &amp; Retail ,North America
18475,2021.0,775.0,Hans Georg Naeder,Germany,59.0,3.8,,prosthetics,Manufacturing ,Europe
18476,2021.0,775.0,Maren Otto,Germany,,3.8,,"retail, real estate",Diversified ,Europe
18477,2021.0,775.0,Clive Palmer,Australia,67.0,3.8,,mining,Metals &amp; Mining ,Oceania
18478,2021.0,775.0,Karsanbhai Patel,India,77.0,3.8,,consumer goods,Diversified ,Asia
18479,2021.0,775.0,Qiu Jianping & family,China,59.0,3.8,,hand tools,Manufacturing ,Asia
18480,2021.0,775.0,Wolfgang Reimann,Germany,68.0,3.8,,consumer goods,Fashion &amp; Retail ,Europe
18481,2021.0,775.0,Matthias Reimann-Andersen,Germany,56.0,3.8,,consumer goods,Fashion &amp; Retail ,Europe
18482,2021.0,775.0,Stefan Reimann-Andersen,Germany,57.0,3.8,,consumer goods,Fashion &amp; Retail ,Europe
18483,2021.0,775.0,Renate Reimann-Haas,Germany,69.0,3.8,,consumer goods,Fashion &amp; Retail ,Europe
18484,2021.0,775.0,Dirk Rossmann & family,Germany,74.0,3.8,,drugstores,Fashion &amp; Retail ,Europe
18485,2021.0,775.0,Shaul Shani,Israel,66.0,3.8,,telecom,Telecom ,Asia
18486,2021.0,775.0,Song Fei,China,54.0,3.8,,machinery,Manufacturing ,Asia
18487,2021.0,775.0,Donald Sterling,United States,86.0,3.8,,real estate,Real Estate ,North America
18488,2021.0,775.0,Ivar Tollefsen,Norway,59.0,3.8,,real estate,Real Estate ,Europe
18489,2021.0,775.0,Don Vultaggio & family,United States,69.0,3.8,,beverages,Food &amp; Beverage ,North America
18490,2021.0,775.0,Nusli Wadia,India,77.0,3.8,,consumer goods,Food &amp; Beverage ,Asia
18491,2021.0,775.0,Zhang Jin,China,49.0,3.8,,commodities,Diversified ,Asia
18492,2021.0,775.0,Zhu Gongshan,China,63.0,3.8,,solar panel materials,Manufacturing ,Asia
18493,2021.0,807.0,Peter Gilgan,Canada,70.0,3.7,,homebuilding,Construction &amp; Engineering ,North America
18494,2021.0,807.0,Marian Ilitch,United States,88.0,3.7,,Little Caesars,Food &amp; Beverage ,North America
18495,2021.0,807.0,Kong Jian Min,China,53.0,3.7,,real estate,Real Estate ,Asia
18496,2021.0,807.0,Li Liangbin,China,53.0,3.7,,lithium,Manufacturing ,Asia
18497,2021.0,807.0,Li Yongxin & family,China,45.0,3.7,,education,Service ,Asia
18498,2021.0,807.0,Mary Alice Dorrance Malone,United States,71.0,3.7,,Campbell Soup,Food &amp; Beverage ,North America
18499,2021.0,807.0,Michael Milken,United States,74.0,3.7,,investments,Finance &amp; Investments ,North America
18500,2021.0,807.0,Ronald Perelman,United States,78.0,3.7,,leveraged buyouts,Finance &amp; Investments ,North America
18501,2021.0,807.0,Candido Pinheiro Koren de Lima,Brazil,74.0,3.7,,"hospitals, health insurance",Healthcare ,South America
18502,2021.0,807.0,J. Joe Ricketts & family,United States,79.0,3.7,,TD Ameritrade,Finance &amp; Investments ,North America
18503,2021.0,807.0,Paolo & Gianfelice Mario Rocca,Italy,,3.7,,pipe manufacturing,Metals &amp; Mining ,Europe
18504,2021.0,807.0,Jeff Rothschild,United States,66.0,3.7,,Facebook,Technology ,North America
18505,2021.0,807.0,David Rubenstein,United States,71.0,3.7,,private equity,Finance &amp; Investments ,North America
18506,2021.0,807.0,Maria-Elisabeth Schaeffler-Thumann,Germany,79.0,3.7,,auto parts,Automotive ,Europe
18507,2021.0,807.0,Steven Spielberg,United States,74.0,3.7,,movies,Media &amp; Entertainment ,North America
18508,2021.0,807.0,Barry Sternlicht,United States,60.0,3.7,,private equity,Finance &amp; Investments ,North America
18509,2021.0,807.0,Mark Stevens,United States,61.0,3.7,,venture capital,Finance &amp; Investments ,North America
18510,2021.0,807.0,David Steward,United States,69.0,3.7,,IT provider,Technology ,North America
18511,2021.0,807.0,Vincent Viola,United States,65.0,3.7,,electronic trading,Finance &amp; Investments ,North America
18512,2021.0,807.0,Todd Wanek,United States,57.0,3.7,,furniture,Manufacturing ,North America
18513,2021.0,807.0,Wang Roger,United States,72.0,3.7,,retail,Fashion &amp; Retail ,North America
18514,2021.0,807.0,Russ Weiner,United States,50.0,3.7,,energy drinks,Food &amp; Beverage ,North America
18515,2021.0,807.0,Herbert Wertheim,United States,81.0,3.7,,investments,Finance &amp; Investments ,North America
18516,2021.0,807.0,Xu Shugen,China,55.0,3.7,,"construction, mining machinery",Manufacturing ,Asia
18517,2021.0,831.0,Anil Agarwal & family,India,67.0,3.6,,"mining, metals",Metals &amp; Mining ,Asia
18518,2021.0,831.0,Majid Al Futtaim & family,United Arab Emirates,,3.6,,"real estate, retail",Real Estate ,Asia
18519,2021.0,831.0,Leonid Boguslavsky,Russia,69.0,3.6,,venture capital,Finance &amp; Investments ,Asia
18520,2021.0,831.0,"Austen Cargill, II.",United States,70.0,3.6,,Cargill,Food &amp; Beverage ,North America
18521,2021.0,831.0,"James Cargill, II.",United States,71.0,3.6,,Cargill,Food &amp; Beverage ,North America
18522,2021.0,831.0,Chu Lam Yiu,Hong Kong,51.0,3.6,,flavorings,Manufacturing ,Asia
18523,2021.0,831.0,Steve Conine,United States,48.0,3.6,,online retail,Technology ,North America
18524,2021.0,831.0,Hu Kaijun,China,59.0,3.6,,pharmaceuticals,Healthcare ,Asia
18525,2021.0,831.0,S. Curtis Johnson,United States,65.0,3.6,,cleaning products,Manufacturing ,North America
18526,2021.0,831.0,Helen Johnson-Leipold,United States,64.0,3.6,,cleaning products,Manufacturing ,North America
18527,2021.0,831.0,Daryl Katz,Canada,59.0,3.6,,pharmacies,Diversified ,North America
18528,2021.0,831.0,Peter Kellogg,United States,78.0,3.6,,investments,Finance &amp; Investments ,North America
18529,2021.0,831.0,Samuel Tak Lee,Hong Kong,81.0,3.6,,real estate,Real Estate ,Asia
18530,2021.0,831.0,Li Hongxin & family,China,68.0,3.6,,paper &amp; related products,Manufacturing ,Asia
18531,2021.0,831.0,Marianne Liebmann,United States,67.0,3.6,,Cargill,Food &amp; Beverage ,North America
18532,2021.0,831.0,Winifred J. Marquart,United States,62.0,3.6,,cleaning products,Manufacturing ,North America
18533,2021.0,831.0,Daniel Och,United States,60.0,3.6,,hedge funds,Finance &amp; Investments ,North America
18534,2021.0,831.0,Anthony Pritzker,United States,60.0,3.6,,"hotels, investments",Service ,North America
18535,2021.0,831.0,Rodger Riney & family,United States,75.0,3.6,,discount brokerage,Finance &amp; Investments ,North America
18536,2021.0,831.0,Niraj Shah,United States,47.0,3.6,,online retail,Technology ,North America
18537,2021.0,831.0,Lynsi Snyder,United States,38.0,3.6,,In-N-Out Burger,Food &amp; Beverage ,North America
18538,2021.0,831.0,Jerzy Starak,Poland,73.0,3.6,,pharmaceuticals,Healthcare ,Europe
18539,2021.0,831.0,Michael Tojner,Austria,55.0,3.6,,"batteries, investments",Manufacturing ,Europe
18540,2021.0,831.0,Richard Tsai,Taiwan,63.0,3.6,,finance,Finance &amp; Investments ,Asia
18541,2021.0,831.0,Ty Warner,United States,76.0,3.6,,"real estate, plush toys",Real Estate ,North America
18542,2021.0,831.0,Yang Shaopeng,China,63.0,3.6,,shipping,Logistics ,Asia
18543,2021.0,831.0,Yuan Liping,Canada,50.0,3.6,,pharmaceuticals,Healthcare ,North America
18544,2021.0,831.0,Zhang Hongwei,China,66.0,3.6,,"oil, banking",Diversified ,Asia
18545,2021.0,859.0,Andrej Babis,Czechia,66.0,3.5,,agriculture,Food &amp; Beverage ,Europe
18546,2021.0,859.0,Shyam & Hari Bhartia,India,68.0,3.5,,diversified,Diversified ,Asia
18547,2021.0,859.0,Hubert Burda,Germany,81.0,3.5,,publishing,Media &amp; Entertainment ,Europe
18548,2021.0,859.0,Chuchat Petaumpai & Daonapa Petampai,Thailand,67.0,3.5,,motorcycle loans,Finance &amp; Investments ,Asia
18549,2021.0,859.0,Charles Cohen,United States,69.0,3.5,,real estate,Real Estate ,North America
18550,2021.0,859.0,David Filo,United States,54.0,3.5,,Yahoo,Technology ,North America
18551,2021.0,859.0,Sergei Galitsky,Russia,53.0,3.5,,retail,Fashion &amp; Retail ,Asia
18552,2021.0,859.0,Alessandra Garavoglia,Italy,61.0,3.5,,spirits,Food &amp; Beverage ,Europe
18553,2021.0,859.0,Franco Bittar Garcia,Brazil,37.0,3.5,,retailing,Fashion &amp; Retail ,South America
18554,2021.0,859.0,Martha Ingram & family,United States,85.0,3.5,,"book distribution, transportation",Media &amp; Entertainment ,North America
18555,2021.0,859.0,H. Fisk Johnson,United States,62.0,3.5,,cleaning products,Manufacturing ,North America
18556,2021.0,859.0,Li Guoqiang,China,57.0,3.5,,auto dealerships,Automotive ,Asia
18557,2021.0,859.0,Lim Wee Chai,Malaysia,63.0,3.5,,rubber gloves,Manufacturing ,Asia
18558,2021.0,859.0,Liu Xiaodong,China,53.0,3.5,,flavorings,Manufacturing ,Asia
18559,2021.0,859.0,Daniel Loeb,United States,59.0,3.5,,hedge funds,Finance &amp; Investments ,North America
18560,2021.0,859.0,Jim McKelvey,United States,55.0,3.5,,mobile payments,Technology ,North America
18561,2021.0,859.0,Apoorva Mehta,Canada,34.0,3.5,,grocery delivery service,Technology ,North America
18562,2021.0,859.0,N.R. Narayana Murthy,India,74.0,3.5,,software services,Technology ,Asia
18563,2021.0,859.0,John Paulson,United States,65.0,3.5,,hedge funds,Finance &amp; Investments ,North America
18564,2021.0,859.0,J.B. Pritzker,United States,56.0,3.5,,"hotels, investments",Finance &amp; Investments ,North America
18565,2021.0,859.0,Michael Rubin,United States,48.0,3.5,,online retail,Fashion &amp; Retail ,North America
18566,2021.0,859.0,Arnout Schuijff,Netherlands,53.0,3.5,,payments software,Technology ,Europe
18567,2021.0,859.0,Thomas Secunda,United States,66.0,3.5,,Bloomberg LP,Media &amp; Entertainment ,North America
18568,2021.0,859.0,Vivek Chaand Sehgal,Australia,64.0,3.5,,auto parts,Automotive ,Oceania
18569,2021.0,859.0,E. Joe Shoen,United States,71.0,3.5,,U-Haul,Automotive ,North America
18570,2021.0,859.0,Leena Tewari,India,63.0,3.5,,pharmaceuticals,Healthcare ,Asia
18571,2021.0,859.0,Julia Thiele-Schuerhoff,Germany,,3.5,,brakes,Manufacturing ,Europe
18572,2021.0,859.0,Romesh T. Wadhwani,United States,73.0,3.5,,software,Technology ,North America
18573,2021.0,859.0,Wu Shaoxun,China,65.0,3.5,,wine,Food &amp; Beverage ,Asia
18574,2021.0,859.0,Ye Guofu,China,43.0,3.5,,retail,Fashion &amp; Retail ,Asia
18575,2021.0,859.0,Denise York & family,United States,70.0,3.5,,San Francisco 49ers,Sports ,North America
18576,2021.0,859.0,Zhou Jianping,China,60.0,3.5,,fashion retail,Fashion &amp; Retail ,Asia
18577,2021.0,891.0,Mohed Altrad,France,73.0,3.4,,"scaffolding, cement mixers",Construction &amp; Engineering ,Europe
18578,2021.0,891.0,Gayle Benson,United States,74.0,3.4,,pro sports teams,Sports ,North America
18579,2021.0,891.0,Francesco Gaetano Caltagirone,Italy,78.0,3.4,,"cement, diversified",Construction &amp; Engineering ,Europe
18580,2021.0,891.0,"William Conway, Jr.",United States,71.0,3.4,,private equity,Finance &amp; Investments ,North America
18581,2021.0,891.0,Jim Davis,United States,61.0,3.4,,staffing &amp; recruiting,Service ,North America
18582,2021.0,891.0,Deng Wen,China,53.0,3.4,,flavorings,Food &amp; Beverage ,Asia
18583,2021.0,891.0,Ennio Doris & family,Italy,80.0,3.4,,financial services,Finance &amp; Investments ,Europe
18584,2021.0,891.0,Bernard Ecclestone & family,United Kingdom,90.0,3.4,,Formula One,Sports ,Europe
18585,2021.0,891.0,Alexander Frolov,Russia,56.0,3.4,,"mining, steel",Metals &amp; Mining ,Asia
18586,2021.0,891.0,Fiona Geminder,Australia,56.0,3.4,,manufacturing,Manufacturing ,Oceania
18587,2021.0,891.0,Zarakh Iliev,Russia,54.0,3.4,,real estate,Real Estate ,Asia
18588,2021.0,891.0,Viktor Kharitonin,Russia,48.0,3.4,,pharmaceuticals,Healthcare ,Asia
18589,2021.0,891.0,Steven Klinsky,United States,64.0,3.4,,investments,Finance &amp; Investments ,North America
18590,2021.0,891.0,Chris Larsen,United States,60.0,3.4,,cryptocurrency,Finance &amp; Investments ,North America
18591,2021.0,891.0,Angela Leong,Hong Kong,60.0,3.4,,casinos,Real Estate ,Asia
18592,2021.0,891.0,Margarita Louis-Dreyfus & family,Switzerland,58.0,3.4,,commodities,Food &amp; Beverage ,Europe
18593,2021.0,891.0,John Middleton,United States,66.0,3.4,,tobacco,Food &amp; Beverage ,North America
18594,2021.0,891.0,Arnon Milchan,Israel,76.0,3.4,,movie making,Media &amp; Entertainment ,Asia
18595,2021.0,891.0,Arturo Moreno,United States,74.0,3.4,,"billboards, Anaheim Angels",Sports ,North America
18596,2021.0,891.0,God Nisanov,Russia,48.0,3.4,,real estate,Real Estate ,Asia
18597,2021.0,891.0,Benjamin Zhengmin Pan & family,China,51.0,3.4,,electronics,Technology ,Asia
18598,2021.0,891.0,Jay Paul,United States,73.0,3.4,,real estate,Real Estate ,North America
18599,2021.0,891.0,Remo Ruffini,Italy,59.0,3.4,,winter jackets,Fashion &amp; Retail ,Europe
18600,2021.0,891.0,Patrick Ryan,United States,83.0,3.4,,insurance,Finance &amp; Investments ,North America
18601,2021.0,891.0,RJ Scaringe,United States,38.0,3.4,,electric vehicles,Automotive ,North America
18602,2021.0,891.0,Lynn Schusterman,United States,82.0,3.4,,"oil &amp; gas, investments",Energy ,North America
18603,2021.0,891.0,Eric Ya Shen,China,50.0,3.4,,online apparel retail,Technology ,Asia
18604,2021.0,891.0,Daniel Tsai,Taiwan,64.0,3.4,,finance,Finance &amp; Investments ,Asia
18605,2021.0,891.0,Tung Chee Chen,Hong Kong,78.0,3.4,,shipping,Logistics ,Asia
18606,2021.0,891.0,Bulat Utemuratov,Kazakhstan,63.0,3.4,,"mining, banking, hotels",Metals &amp; Mining ,Asia
18607,2021.0,891.0,Frank VanderSloot,United States,72.0,3.4,,"nutrition, wellness products",Fashion &amp; Retail ,North America
18608,2021.0,891.0,Kelcy Warren,United States,65.0,3.4,,pipelines,Energy ,North America
18609,2021.0,891.0,Xu Yi,China,31.0,3.4,,Internet,Media &amp; Entertainment ,Asia
18610,2021.0,891.0,Vladimir Yevtushenkov,Russia,72.0,3.4,,"telecom, investments",Telecom ,Asia
18611,2021.0,925.0,Somphote Ahunai,Thailand,53.0,3.3,,renewable energy,Energy ,Asia
18612,2021.0,925.0,John Arnold,United States,47.0,3.3,,hedge funds,Finance &amp; Investments ,North America
18613,2021.0,925.0,Neal Blue & family,United States,86.0,3.3,,defense,Manufacturing ,North America
18614,2021.0,925.0,Alejandro Bulgheroni,Argentina,76.0,3.3,,oil &amp; gas,Energy ,South America
18615,2021.0,925.0,Dong Jinggui,China,51.0,3.3,,electric scooters,Automotive ,Asia
18616,2021.0,925.0,Joseph Edelman,United States,65.0,3.3,,hedge funds,Finance &amp; Investments ,North America
18617,2021.0,925.0,Charles Edelstenne,France,83.0,3.3,,aviation,Manufacturing ,Europe
18618,2021.0,925.0,Senapathy Gopalakrishnan,India,66.0,3.3,,software services,Technology ,Asia
18619,2021.0,925.0,B. Wayne Hughes,United States,87.0,3.3,,self storage,Service ,North America
18620,2021.0,925.0,Ravi Jaipuria,India,66.0,3.3,,"soft drinks, fast food",Food &amp; Beverage ,Asia
18621,2021.0,925.0,Samvel Karapetyan,Russia,55.0,3.3,,real estate,Construction &amp; Engineering ,Asia
18622,2021.0,925.0,Vyacheslav Kim,Kazakhstan,51.0,3.3,,fintech,Finance &amp; Investments ,Asia
18623,2021.0,925.0,Jim Koch,United States,71.0,3.3,,beer,Food &amp; Beverage ,North America
18624,2021.0,925.0,"Andre Koo, Sr.",Taiwan,53.0,3.3,,financial services,Finance &amp; Investments ,Asia
18625,2021.0,925.0,Yuri Kovalchuk,Russia,69.0,3.3,,"banking, insurance, media",Finance &amp; Investments ,Asia
18626,2021.0,925.0,Richard LeFrak & family,United States,75.0,3.3,,real estate,Real Estate ,North America
18627,2021.0,925.0,Kevin David Lehmann,Germany,18.0,3.3,,drugstores,Fashion &amp; Retail ,Europe
18628,2021.0,925.0,Horst Paulmann & family,Chile,86.0,3.3,,retail,Fashion &amp; Retail ,South America
18629,2021.0,925.0,Jean (Gigi) Pritzker,United States,58.0,3.3,,"hotels, investments",Service ,North America
18630,2021.0,925.0,Qi Xiangdong,China,50.0,3.3,,software,Technology ,Asia
18631,2021.0,925.0,Renzo Rosso & family,Italy,65.0,3.3,,fashion,Fashion &amp; Retail ,Europe
18632,2021.0,925.0,Stephen Rubin,United Kingdom,84.0,3.3,,sports apparel,Fashion &amp; Retail ,Europe
18633,2021.0,925.0,"Bernard Saul, II.",United States,88.0,3.3,,"banking, real estate",Finance &amp; Investments ,North America
18634,2021.0,925.0,Klaus-Peter Schulenberg,Germany,,3.3,,ticketing service,Service ,Europe
18635,2021.0,925.0,Tahir & family,Indonesia,69.0,3.3,,diversified,Diversified ,Asia
18636,2021.0,925.0,Lucio Tan,Philippines,86.0,3.3,,diversified,Diversified ,Asia
18637,2021.0,925.0,Lottie Tham & family,Sweden,71.0,3.3,,H&amp;M,Fashion &amp; Retail ,Europe
18638,2021.0,925.0,Wang Wenxue,China,53.0,3.3,,real estate,Real Estate ,Asia
18639,2021.0,925.0,Hans Peter Wild,Switzerland,79.0,3.3,,flavorings,Food &amp; Beverage ,Europe
18640,2021.0,925.0,"William Wrigley, Jr.",United States,57.0,3.3,,chewing gum,Food &amp; Beverage ,North America
18641,2021.0,925.0,Zhang Xin & Pan Shiyi,China,55.0,3.3,,real estate,Real Estate ,Asia
18642,2021.0,956.0,Giuliana Benetton,Italy,83.0,3.2,,"fashion retail, investments",Fashion &amp; Retail ,Europe
